index	sentence_bleu	source_am	reference_en	hypothesis_en
144	32.34	\"ይህ ስንብት አይሆንም። ይህ የአንድ ምእራፍ መዝጊያ እና የአዲሱ መክፈቻ ነው። \"	\"This is not going to be goodbye. This is the closing of one chapter and the opening of a new one.\"	\"This will not be the mattress of this one chapter and the opening of the new one.\"
109	32.38	መኮንኖቹን እሷ 500 ጫማ ርቆ ወደሚገኘው ጥቁር ኦልድስሞቢል ሴራዋ መራቻቸው።	She directed officers to her black Oldsmobile Intrigue which was 500 feet away.	he led the wheels to the black olmolmail conspiracy, which was 500 feet away.
534	32.42	ሙሉ በሙሉ ከእንቅልፍዎ ሳይነቁ ወደ ህሊናዎ ለማምጣት በአንጻራዊነት ጸጥ ያለ የደወል ሰኣት በመጠቀም ይህ በቀላሉ ሊከናወን ይችላል።	This can be easily done by using a relatively quiet alarm clock to bring you to consciousness without fully waking you.	This can easily be done using a relatively quiet clock to bring you to your conscience without being completely stuck.
360	32.45	በመጨረሻም ፣ እንደ ነፍሳት ፣ አይጥ ፣ እንሽላሊቶች እና ወፎች ያሉ እጅግ በጣም ብዙ ትናንሽ እንስሳትን የሚበሉ ብዙ ትናንሽ ድመቶች አሉ (ልቅ የሆኑ የቤት እንስሳት ድመቶችን ጨምሮ)።	Finally, there are many small cats (including loose pet cats) that eat the far more numerous small prey like insects, rodents, lizards, and birds.	Ultimately, there are many small cats that consume a large number of small animals, such as insects, lizards, lizards, and birds.
897	32.55	ትእግስትና ማስተዋል ወደ አገራቸው ለሚመለሱ ተጓዦች አስፈላጊ መሆናቸውንም ሰዎች አይረዱም።	People may not anticipate that patience and understanding are also necessary for travellers returning home.	People do not realize that patience and understanding are important to travelers returning home.
358	32.59	ባቡሩን ፣ መኪናውን እና ሌሎች ብዙ የትራንስፖርት መሳሪያዎችን አምጥቶልናል።	It has brought us the train, the car, and many other transportation devices.	He has trained the train, the car and many other transport equipment.
555	32.60	የጥንት ባህሎች እና ጎሳዎች ወተት ፣ ጸጉር ፣ ስጋ እና ቆዳዎች በቀላሉ እንዲሰጧቸው መጠበቅ ጀመሩ።	Ancient cultures and tribes began to keep them for easy access to milk, hair, meat, and skins.	Historic cultures and ethnic groups began to wait for them to be easily given milk, hair, meat, and skin.
391	32.66	እያንዳንዱ ቤተ መቅደስ ክፍት የሆነ የቤተመቅደስ ግቢ እና ካህናቱ ብቻ መግባት የሚችሉበት የውስጥ መቅደስ ነበረው።	Each temple had an open temple courtyard and then an inner sanctuary that only the priests could enter.	Each temple had a interior temple where only an open temple and the priests could enter.
54	32.97	ከ 78 ቱ ምክሮች መካከል የመጀመሪያው የኢራቅ ድንበሮችን ከጠላት ጣልቃገብነቶች ለመጠበቅ እና ከጎረቤቶችዋ ጋር ዲፕሎማሲያዊ ግንኙነትን እንደገና ለማቋቋም ከዚህ ኣመት መጨረሻ በፊት አዲስ የዲፕሎማሲ ውጥን መወሰድ አለበት የሚል ነው።	First among its 78 recommendations is that a new diplomatic initiative should be taken before the end of this year to secure Iraq’s borders against hostile interventions and to re-establish diplomatic relations with its neighbors.	One of the 78 recommendations is that the first of the Iraqi borders must be taken to protect the interventions and re-establish diplomatic relations with its neighbors by the end of this year.
938	32.99	ሞልዶቫ በብሄር ግጭት የተሰቃየች ባለብዙ ብሄር ሪፐብሊክ ናት።	Moldova is a multi-ethnic republic that has suffered from ethnic conflict.	Moldova is a multi-country republic that has suffered ethnic violence.
380	33.08	ቤቶቻችንን ከእጽዋት እናደርጋለን እንዲሁም ከእጽዋት ልብሶችን እንሰራለን። የምንበላቸው አብዛኛዎቹ ምግቦች እጽዋቶች ናቸው። ያለ እጽዋት እንስሳት መኖር አይችሉም።	We make our houses from plants and make clothes from plants. Most foods that we eat are plants. Without plants, animals could not survive.	We cleanse our homes and make clothes from plants. Most of the foods we eat are plants that can't live without plants.
510	33.09	ማጠቃለያ ምናባዊም እውነተኛም ሊሆኑ ይችላሉ በሌላ አገላለጽ አስተማሪ ልክ ማይክሮሶፍት ኦፊስ ላይ ወረቀት እንደሚያያይዝ ትንሹ ሰው አንድ የማጠቃለያ መንገድ ነው።	Scaffolds can be both virtual and real, in other words, a teacher is a form of scaffold but so is the little paperclip man in Microsoft Office.	Summary: virtualism can be real, in other words, a teacher is a way to summarize a small person who holds a paper on Microsoft.
966	33.09	ገዳማቱን ሲጎበኙ ሴቶች ጉልበቶቻቸውን የሚሸፍኑ ቀሚሶችን እንዲለብሱ ይጠበቅባቸዋል እና ትካሻዎቻቸውንም መሸፈን አለባቸው።	While visiting the monasteries, women are required to wear skirts covering the knees and have their shoulders covered, too.	When visiting the convent, women are required to wear skirts that cover their energies and cover their shoulders.
89	33.45	ቡድኑ እየፈለገው የነበረው ተጽእኖ በጋላክሲው ምስጢራዊ ቁስ አካል እና የሚልኪ ዌይ ምስጢራዊ ቁስ አካል መካከል ባሉ የታይድ ሃይሎች የሚከሰት ነው።	The effect the team was looking for would be caused by tidal forces between the galaxy's dark matter and the Milky Way's dark matter.	The impact that the team was looking for would be caused by the tyranny secret matter of the galaxy and the tyranny secret matter between the mysterious wound.
315	33.66	በማህጸናት ሀኪምነት ስልጠና አግኝተው በ 1959 በኦክላንድ ብሄራዊ የሴቶች ሆስፒታል መስራት ጀመሩ።	He trained as an obstetrician and began to work at the Auckland's National Women's Hospital in 1959.	He received a doctorate and began working at the Oakland National Women's Hospital in 1959.
1004	33.80	ሰው ጋላፓጎስ ከደረሰ ወዲህ ፍየሎችን፣ ፈረሶችን፣ ላሞችን፣ አይጦችን፣ ድመቶችን፣ እና ውሻዎችን ጨምሮ ብዙ አጥቢዎች ተዋውቀዋል።	Since the arrival of man to the Galapagos, many mammals have been introduced including goats, horses, cows, rats, cats and dogs.	Since the arrival of Galapagos, many riders have been shot, including goats, horses, lions, eyes, cats, and dogs.
958	33.83	ሜትሮ ውስጥ መደበኛ ማስታወቂያዎች የሚሰሩት በካታላን ብቻ ነው፣ ነገር ግን ያልታቀዱ መዛባቶች በራስሰር ስርአት እስጳኛን፣ እንግሊዝኛን፣ ፈረንሳይኛን፣ አረበኛን እና ጃፓንኛን በሚያጠቃልሉ በተለያዩ ቋንቋዎች ይተዋወቃሉ።	Regular announcements in the Metro are made only in Catalan, but unplanned disruptions are announced by an automated system in a wide variety of languages including Spanish, English, French, Arabic and Japanese.	Regular ads in Metropolitan are made only in Catalan, but uninterrupted dances are introduced in a variety of languages, such as bishops, English, English, French, pagan, and Japanese.
904	33.88	ደሴቶቹ ባህረ ሰላጤው በስተ ሰሜን 120 ኪ።ሜ ርቀት ላይ ይገኛሉ። ትልቁ ደሴት የንጉስ ጆርጅ ደሴት ሲሆን ቪላ ላስ ኤስትራላስ ሰፍረውበታል።	The archipelago lies 120 km north of the Peninsula. The largest is King George Island with the settlement of Villa Las Estrellas.	The islands are located on 120 kilometers north of the Peninsula. The largest island is King George Island, where Villa Estras was camped.
416	33.89	እንዲሁም በክልሎች መካከል የግብር ህጎችን እና ታሪፎችን የመሻር ስልጣን አልነበረውም።	It also had no authority to override tax laws and tariffs between states.	He also had no authority to abolish tax laws and historians among the regions.
484	33.94	ነገር ግን ለትንሽ መኪኖች ሀገር አቀፍ የመንገድ አውታረመረብ በኢኮኖሚ አያስኬድም ስለዚህ የመኪና ባለቤትነት ዋጋን ለመቀነስ አዳዲስ የማምረቻ ዘዴዎች ተመስርተዋል።	However, a nationwide road network is not economically viable for just a handful of cars, so new methods of production are developed to reduce the cost of car ownership.	However, a national road network for small cars is not financed economically, so new manufacturing methods have been established to reduce the cost of car ownership.
418	34.18	የጣሊያን ብሄራዊ እግር ኳስ ከጀርመን ብሄራዊ ቡድን ጋር በመቀጠል በኣለም ላይ በጣም ስኬታማ ቡድን ሲሆን በ 2006 የፊፋ የኣለም ዋንጫ ሻምፒዮን ነበሩ።	Italy's national football, along with German national football team is the second most successful team in the world and were the FIFA World Cup champions in 2006.	Italy's national football followed with the German national team and was the most successful team in the world in 2006, the FIFA World Cup champion.
827	34.44	ከባድ ግብር ወዳላቸው ሃገራት የሚጓዙ ተጓዦች አንዳንድ ጊዜ በተለይ እንደ የአልኮል መጠጦች እና ትምባሆ ካሉ ምርቶች ብዙ መጠን ያለው ገንዘብ ሊቆጥቡ ይችላሉ።	Travellers bound for countries with heavy taxation can sometimes save a considerable amount of money, especially on products such as alcoholic beverages and tobacco.	Travellers traveling to countries with heavy taxes can sometimes save a large amount of money, especially if they have products such as alcohol and tobacco.
